Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Clicked on Ad,month,day,hour
71.84,31.0,59886.58,240.64,403,335,1,21,0,4,9,7
56.39,55.0,54286.1,193.29,59,200,0,9,1,3,5,14
79.54,41.0,50671.6,234.26,467,283,1,187,1,4,30,23
62.42,29.0,69646.35,136.18,471,25,1,189,0,2,25,19
80.47,38.0,57868.44,122.04,548,436,1,157,1,4,18,14
65.77,34.0,34191.23,168.34,45,284,1,135,1,2,3,10
66.08,33.0,77988.71,190.71,115,279,1,133,0,1,8,5
67.85,49.0,39031.89,195.69,450,464,1,128,1,3,3,20
39.96,45.0,31092.93,124.67,426,515,0,178,1,2,4,12
46.61,31.0,75044.35,174.88,447,268,0,118,1,3,11,3
43.49,37.0,23936.86,158.56,233,260,1,9,1,0,13,0
89.05,38.0,57868.44,130.83,334,436,1,203,1,3,21,2
55.6,24.0,61601.05,178.92,396,56,1,168,0,2,17,13
75.55,36.0,59240.24,140.46,264,105,0,171,0,1,25,19
88.04,41.0,57846.68,126.39,302,357,0,49,1,3,14,15
57.24,43.0,41097.17,157.04,411,359,0,14,1,3,24,21
55.6,39.0,65953.76,255.61,488,363,1,168,0,0,25,2
55.6,24.0,52252.91,167.22,337,104,0,2,1,2,22,12
80.3,52.0,45632.51,186.37,433,336,0,51,1,6,18,8
59.59,55.0,57868.44,187.76,332,69,0,128,1,3,20,9
40.47,46.0,69646.35,193.29,142,235,1,56,0,0,21,12
40.01,38.0,57868.44,170.13,76,436,1,203,1,3,21,2
72.23,36.0,59240.24,140.46,264,294,0,171,0,6,2,4
86.06,35.0,73889.99,158.29,85,411,1,74,0,2,17,13
71.14,41.0,39799.73,171.23,33,384,0,149,0,6,4,20
82.07,22.0,31215.88,121.07,364,206,0,149,0,0,11,3
69.96,31.0,35684.82,152.94,323,59,0,51,1,0,22,17
47.64,49.0,45632.51,113.8,450,464,0,128,1,3,3,20
65.59,37.0,23936.86,158.56,47,506,0,119,1,4,7,22
65.65,40.0,74535.94,120.37,227,129,0,29,0,0,16,18
46.61,33.0,43974.49,196.77,140,407,0,82,1,4,11,21
66.08,33.0,46868.53,191.82,153,418,1,200,0,2,23,6
74.54,42.0,57868.44,158.35,123,136,0,152,1,4,18,14
82.07,43.0,73538.09,157.04,153,355,1,187,1,3,2,21
59.05,50.0,43974.49,123.13,180,430,0,136,1,5,17,22
55.6,24.0,52252.91,182.2,506,477,0,2,0,2,17,13
54.43,28.0,53431.35,111.59,489,260,1,102,1,4,7,22
76.24,41.0,64828.0,158.42,467,484,1,80,1,4,12,11
42.04,49.0,45632.51,195.69,450,464,0,9,1,3,3,20
68.01,33.0,77988.71,230.95,168,64,0,84,0,5,11,21
43.49,37.0,67132.46,231.28,548,429,0,41,0,4,20,1
39.96,25.0,63430.33,241.03,474,258,1,64,0,2,17,13
56.39,60.0,40468.53,193.29,22,304,0,44,1,2,30,20
82.87,42.0,57868.44,158.35,123,136,1,44,1,3,5,11
60.23,51.0,57868.44,111.94,174,485,1,112,1,6,13,22
70.29,31.0,59886.58,183.85,224,76,1,81,0,3,6,15
49.42,25.0,50506.44,241.36,5,184,0,149,0,0,4,20
37.0,30.0,67186.54,140.15,476,510,1,2,0,0,4,7
89.05,44.0,57868.44,158.42,467,436,1,57,1,6,5,23
80.3,23.0,52723.34,211.38,482,284,1,158,1,3,4,18
51.87,29.0,53431.35,221.98,471,512,1,7,1,0,0,15
65.07,22.0,41851.38,236.87,45,178,0,158,0,6,12,4
53.92,28.0,67669.06,221.94,311,479,1,105,0,1,8,7
78.84,35.0,25603.93,236.87,359,123,0,192,0,6,17,1
46.61,45.0,31092.93,234.26,122,515,1,21,1,6,9,17
86.06,35.0,73889.99,226.54,429,35,0,122,0,6,17,1
89.05,44.0,48335.2,131.72,190,285,0,82,1,0,28,3
55.6,39.0,65953.76,154.74,311,318,1,116,0,2,29,14
56.3,37.0,37334.78,109.29,311,258,1,116,1,5,19,14
55.6,32.0,55424.24,178.92,35,234,1,66,0,0,8,3
80.3,37.0,53058.91,217.37,97,86,0,41,0,2,19,7
76.58,43.0,56770.79,163.48,411,359,0,14,1,3,16,21
66.08,52.0,33951.63,186.37,501,364,0,17,1,2,15,20
44.11,40.0,53898.89,140.15,524,185,1,139,1,1,10,16
60.23,43.0,73538.09,198.45,300,499,1,136,1,3,2,21
81.75,33.0,52736.33,120.75,220,279,1,200,0,1,2,15
71.84,39.0,23936.86,109.29,233,260,1,162,0,6,20,10
58.95,36.0,32549.95,141.52,388,224,1,104,1,0,2,16
69.15,46.0,58966.22,191.82,342,202,1,176,0,5,16,20
79.52,25.0,50506.44,202.18,102,461,0,1,0,6,7,17
49.21,27.0,57844.96,176.98,551,329,0,10,0,0,29,16
79.52,25.0,50506.44,241.03,335,461,0,57,0,6,7,17
62.18,36.0,59593.56,115.26,422,224,1,84,0,3,12,7
88.12,25.0,50671.6,234.26,513,283,1,195,0,0,13,16
39.96,45.0,46197.59,174.88,310,112,0,178,0,5,28,13
53.68,27.0,66815.54,193.29,165,499,1,206,0,6,2,4
55.6,39.0,65953.76,141.89,127,318,1,95,0,5,1,21
71.03,39.0,38067.08,124.44,72,65,0,107,1,4,7,22
56.39,29.0,42760.22,153.76,433,512,0,191,1,0,4,16
56.39,46.0,40468.53,193.29,59,31,0,17,1,3,5,14
74.07,39.0,56180.93,207.17,301,269,1,3,0,5,1,21
69.62,34.0,59785.94,160.03,45,284,0,126,0,1,26,8
65.77,42.0,59243.46,143.13,418,136,1,44,1,4,12,11
83.71,26.0,60315.19,131.68,157,406,1,21,0,5,9,3
47.74,38.0,56782.18,122.04,38,425,1,197,1,3,14,10
75.42,26.0,39132.64,228.78,437,406,1,148,0,1,14,12
59.51,30.0,57877.15,172.83,462,184,0,20,0,4,7,10
50.08,30.0,74535.94,140.46,85,73,0,149,0,1,26,13
41.73,42.0,60514.05,199.43,372,136,1,44,1,4,18,14
56.39,46.0,54952.42,231.95,342,406,1,176,0,5,16,20
75.55,36.0,59240.24,128.62,144,123,1,206,0,3,3,22
37.0,30.0,58677.69,195.89,175,284,1,74,0,4,7,10
42.04,28.0,59448.44,161.16,311,501,1,105,0,0,22,17
56.16,33.0,40468.53,176.98,140,519,0,161,1,0,13,8
39.96,45.0,31092.93,135.31,335,515,0,118,1,1,10,4
60.7,37.0,53058.91,129.31,548,372,0,17,0,3,6,20
80.51,38.0,70582.55,206.98,470,436,1,57,1,0,4,20
65.56,40.0,62669.59,221.98,342,76,1,21,1,0,16,18
40.17,26.0,74903.41,228.78,233,75,1,117,0,0,4,16
88.04,38.0,57868.44,230.93,349,14,0,203,1,3,21,2
63.45,32.0,69481.85,172.83,161,234,1,99,0,3,27,22
59.59,48.0,52736.33,167.67,215,27,0,23,1,6,16,1
51.87,49.0,39031.89,195.69,233,464,1,9,1,3,3,20
77.14,27.0,66815.54,178.35,142,105,0,10,0,6,2,4
55.6,39.0,65953.76,258.62,423,199,1,104,1,5,19,14
72.8,33.0,41547.62,191.82,233,281,1,200,0,3,17,15
55.6,39.0,58287.86,141.89,127,318,1,60,0,3,6,15
41.73,41.0,27262.51,204.79,133,269,0,56,0,6,8,11
66.18,49.0,45632.51,124.32,450,193,0,24,1,2,10,0
89.71,32.0,69481.85,221.21,499,298,1,161,0,2,25,15
43.49,37.0,42993.48,111.59,232,260,1,119,1,4,30,9
60.53,26.0,63363.04,131.68,550,406,0,5,0,5,9,3
60.72,42.0,43241.19,238.58,212,136,0,44,1,3,5,11
40.34,31.0,28271.84,207.17,90,269,0,107,0,0,2,7
60.83,39.0,38067.08,124.44,4,260,0,41,1,4,5,21
69.62,34.0,40183.75,160.03,45,284,1,157,1,1,26,8
65.59,54.0,23975.35,161.16,348,506,0,44,1,1,8,7
81.75,33.0,61005.87,204.02,459,281,1,200,0,2,1,4
64.75,36.0,61610.05,140.46,540,272,0,49,1,4,7,22
76.56,34.0,59785.94,160.03,45,284,0,188,0,1,26,8
37.87,26.0,66291.67,167.86,273,406,1,187,1,3,2,21
76.2,19.0,47708.42,168.34,182,124,0,24,0,2,10,0
65.59,39.0,41521.28,141.89,483,91,1,81,0,3,6,15
55.6,54.0,61067.58,161.16,421,117,0,92,1,5,20,3
70.09,43.0,32635.7,198.45,300,355,1,187,1,1,11,10
89.71,32.0,69481.85,190.05,469,218,1,161,1,2,23,6
54.37,35.0,25603.93,236.87,302,459,0,61,1,5,28,2
87.35,35.0,60812.77,109.07,476,345,1,84,1,4,11,12
55.6,24.0,52252.91,172.83,356,477,0,2,0,0,30,5
56.39,46.0,64021.55,229.12,59,31,0,31,1,3,3,8
69.88,34.0,59785.94,140.67,482,367,1,50,1,3,4,18
35.61,35.0,39840.55,236.87,222,115,0,66,0,4,5,21
66.08,33.0,53041.77,215.18,1,90,1,133,0,6,2,4
40.04,23.0,47051.02,217.37,437,25,1,167,0,0,4,16
80.47,49.0,64564.07,187.76,388,484,1,180,1,4,30,23
41.73,28.0,58996.12,161.16,311,373,1,105,1,0,22,17
71.84,31.0,52178.98,207.17,301,460,1,166,0,4,9,7
49.21,29.0,69718.19,196.61,363,184,0,2,0,0,30,4
75.84,45.0,59886.58,174.88,426,515,0,118,1,5,8,17
80.51,48.0,65956.71,212.38,180,27,0,94,1,0,14,22
65.65,29.0,53431.35,217.1,225,37,1,49,0,2,17,13
51.87,35.0,73889.99,225.58,421,223,1,172,0,6,1,20
44.72,27.0,55901.12,171.07,95,70,1,52,0,6,7,3
34.86,24.0,52252.91,167.22,484,277,0,2,0,0,20,18
71.28,40.0,27086.4,136.18,471,295,1,35,1,1,12,4
80.67,26.0,63430.33,137.28,172,457,0,193,0,6,17,1
41.73,23.0,42162.9,172.81,481,136,1,45,0,2,8,3
55.6,35.0,55121.65,236.87,527,516,0,125,0,4,11,4
71.28,54.0,53188.69,120.75,546,71,1,168,0,2,23,13
41.73,26.0,74903.41,149.79,554,75,1,21,0,2,10,6
80.3,34.0,34191.23,235.94,182,284,0,24,1,1,19,9
68.18,31.0,59886.58,140.46,227,269,0,62,0,5,14,11
69.88,34.0,34191.23,168.34,45,124,0,188,1,2,10,0
55.6,35.0,53898.89,201.26,130,150,1,133,1,0,13,20
50.43,33.0,69646.35,204.02,168,469,1,133,0,5,11,21
74.54,43.0,32635.7,167.86,300,515,1,187,1,3,2,21
65.65,41.0,39799.73,140.46,85,498,0,149,0,4,12,14
55.6,24.0,52252.91,182.2,356,129,0,2,0,5,10,6
72.23,41.0,57846.68,241.8,147,424,0,1,1,4,29,20
70.09,45.0,59610.81,137.24,122,515,1,192,1,2,4,12
68.01,33.0,39616.0,162.03,449,64,0,84,0,5,16,20
67.8,45.0,66574.0,138.71,122,515,1,21,1,2,4,12
41.73,28.0,61840.26,228.78,463,107,1,1,0,6,8,11
62.26,29.0,72203.96,217.1,165,371,1,85,0,0,15,16
56.39,46.0,40468.53,193.29,20,381,0,17,1,3,3,8
60.39,45.0,50723.67,174.88,426,184,0,178,1,4,9,17
85.61,33.0,43974.49,196.77,64,189,1,200,1,2,23,6
51.24,24.0,52252.91,182.2,506,104,0,146,1,0,13,14
38.37,32.0,70505.06,219.94,506,129,0,163,1,5,8,21
56.39,40.0,60968.62,111.94,175,510,1,75,1,0,16,18
51.24,36.0,76003.47,140.46,91,362,0,18,1,4,7,22
80.47,38.0,64564.07,108.15,497,436,1,137,1,0,22,18
43.49,37.0,39031.89,109.29,488,506,1,1,1,5,19,14
81.58,26.0,51463.17,259.76,147,493,0,57,1,0,22,4
39.96,25.0,25686.34,141.89,219,197,1,3,0,6,7,17
43.49,37.0,51067.54,217.37,60,260,1,184,0,6,20,10
56.16,30.0,57877.15,113.69,484,285,0,75,1,6,20,10
80.3,37.0,53058.91,258.62,327,103,0,185,1,0,13,14
51.56,52.0,33951.63,229.12,98,2,1,9,1,0,11,10
57.24,33.0,43974.49,123.13,268,285,0,82,1,3,3,7
55.6,35.0,42993.48,221.18,429,389,1,133,0,0,25,2
56.16,52.0,36752.24,129.88,263,337,0,31,1,3,20,16
34.66,44.0,57846.68,230.93,118,484,0,80,1,2,13,14
78.84,35.0,42993.48,221.18,488,223,1,133,0,2,17,13
84.98,27.0,36884.23,184.94,545,422,1,172,0,2,22,21
47.74,33.0,58342.63,191.82,459,499,1,200,1,6,8,11
38.37,39.0,52011.0,124.44,222,260,0,62,0,4,29,18
40.04,23.0,61617.98,172.81,40,134,0,62,0,2,19,7
80.47,38.0,57868.44,170.13,531,436,1,203,1,0,22,18
47.74,51.0,57868.44,111.94,23,471,1,35,1,6,13,22
52.84,42.0,60514.05,243.61,212,207,1,16,1,3,5,11
49.42,41.0,39799.73,167.22,264,16,0,42,0,2,22,8
82.7,41.0,59243.46,109.29,213,426,1,206,0,0,2,23
68.95,30.0,57877.15,244.91,85,284,1,20,0,2,17,13
81.75,49.0,45632.51,113.8,450,464,0,9,1,3,3,20
82.07,55.0,58633.63,187.76,5,472,0,118,1,3,20,9
44.64,36.0,76003.47,140.46,511,475,0,18,1,2,11,7
56.16,33.0,56782.18,123.13,140,407,0,68,1,4,11,21
44.64,36.0,59240.24,140.46,511,366,0,149,0,6,2,4
47.64,52.0,73049.3,186.37,363,97,1,9,0,0,4,16
66.18,35.0,57587.0,255.57,241,307,1,105,1,1,27,23
79.52,49.0,64564.07,187.76,388,248,1,160,1,1,4,16
89.05,44.0,61428.18,187.76,231,248,1,187,1,4,23,9
57.99,49.0,45632.51,168.34,2,50,0,179,1,4,26,18
88.12,26.0,60997.84,176.98,532,406,0,107,1,5,20,13
86.06,35.0,54429.17,109.07,488,338,1,61,1,2,17,13
57.99,49.0,39031.89,195.69,233,464,1,9,1,3,3,20
54.08,39.0,61601.05,124.44,222,105,0,97,0,0,2,7
51.24,27.0,64021.55,190.17,249,105,0,193,0,6,2,4
45.08,30.0,74535.94,140.46,85,73,0,149,0,0,4,20
51.24,36.0,59593.56,115.26,413,56,1,206,0,5,19,8
82.07,43.0,68787.09,121.28,100,143,0,14,1,4,8,21
76.87,31.0,27262.51,207.17,265,75,0,3,0,5,6,23
47.74,40.0,62669.59,122.59,524,441,1,155,0,0,16,18
82.07,38.0,70005.51,206.98,470,14,0,98,1,3,5,11
79.52,45.0,57868.44,187.76,419,484,0,203,1,4,29,20
55.6,24.0,52252.91,172.83,97,234,1,2,0,2,17,13
36.08,26.0,51463.17,131.68,157,406,0,162,0,4,14,13
40.47,46.0,64021.55,229.12,433,407,0,31,1,4,11,21
80.3,49.0,45632.51,113.8,450,464,0,128,1,1,4,16
55.6,35.0,73889.99,225.58,302,516,1,125,0,6,1,20
54.37,35.0,73889.99,141.89,343,9,1,133,0,6,1,20
40.47,35.0,66187.58,236.87,421,214,0,62,0,5,18,22
49.21,29.0,70324.8,196.61,65,100,0,162,0,4,2,16
42.39,31.0,59886.58,141.89,483,318,1,81,0,2,17,13
66.49,34.0,59785.94,160.03,182,284,0,24,0,1,26,8
58.95,36.0,50628.31,178.92,88,56,1,162,0,6,7,3
60.23,50.0,43974.49,123.13,396,27,0,108,1,1,22,13
54.08,36.0,76003.47,141.52,511,272,0,9,1,1,25,19
69.88,33.0,43974.49,114.53,482,463,1,50,1,2,10,0
63.45,38.0,57868.44,130.83,497,436,1,203,1,0,22,18
83.16,27.0,64021.55,190.17,59,325,1,47,0,2,22,21
41.73,28.0,61840.26,207.17,437,164,1,105,0,2,29,14
55.6,35.0,42993.48,221.18,396,510,1,2,0,2,17,13
74.54,50.0,57868.44,123.13,258,331,0,185,1,4,29,20
57.51,25.0,57739.03,141.89,513,283,1,81,0,0,13,16
71.33,39.0,65953.76,110.93,437,514,1,145,0,6,7,3
41.73,31.0,59677.64,207.17,437,269,0,3,0,6,8,11
83.71,42.0,57868.44,243.61,265,207,1,194,1,3,5,11
39.96,45.0,59886.58,137.24,122,515,1,21,1,5,15,2
74.54,42.0,60514.05,238.58,212,136,0,44,1,3,5,11
41.73,28.0,71222.4,217.37,227,379,0,62,0,1,14,16
82.07,48.0,53922.43,187.76,215,250,0,94,1,0,14,22
65.59,37.0,37334.78,140.15,47,506,0,9,1,5,4,7
55.6,54.0,53188.69,182.2,546,477,0,93,0,2,30,20
65.59,28.0,56729.78,215.25,241,175,1,105,0,2,14,17
55.6,35.0,25603.93,236.87,91,272,0,157,1,5,28,2
51.24,36.0,59240.24,222.25,222,105,0,38,0,1,25,19
44.4,25.0,50506.44,140.46,80,276,0,29,0,0,4,20
43.49,37.0,23936.86,181.02,150,167,0,59,0,2,22,21
55.6,32.0,69481.85,178.92,35,234,1,99,0,0,8,3
44.64,36.0,59240.24,140.46,264,105,0,37,0,1,25,19
51.87,29.0,51067.54,218.61,60,372,1,119,1,3,3,20
75.74,25.0,50506.44,202.18,80,461,0,29,0,0,2,7
51.24,24.0,52252.91,196.77,543,492,0,161,1,0,16,18
55.6,39.0,37334.78,161.16,29,260,1,121,1,4,7,22
64.38,33.0,56457.01,120.75,541,328,1,200,0,1,8,7
49.21,46.0,58966.22,130.86,20,381,1,176,1,3,5,14
89.05,41.0,57846.68,227.63,346,255,0,25,1,1,19,0
55.6,35.0,73889.99,236.87,302,516,0,133,0,6,1,20
43.49,39.0,39193.45,171.07,165,233,1,172,0,6,7,3
61.04,26.0,70203.74,180.47,304,75,0,162,0,0,22,13
81.32,33.0,59886.58,204.02,1,279,1,200,0,2,1,4
55.6,24.0,52252.91,182.2,506,235,0,13,0,0,11,21
60.23,33.0,68094.85,163.48,153,307,1,0,1,5,15,3
84.76,36.0,66269.49,140.46,165,311,0,149,0,1,26,13
59.22,40.0,38067.08,140.46,230,475,0,68,1,6,12,16
55.6,36.0,59240.24,124.44,222,105,0,115,0,4,7,22
35.61,29.0,61172.07,216.49,165,371,1,162,0,4,2,16
81.58,49.0,57868.44,187.76,190,484,0,137,1,0,14,19
82.07,41.0,57846.68,259.76,184,105,0,149,0,1,21,7
59.51,30.0,57877.15,244.91,65,184,0,149,0,2,8,6
80.47,38.0,57868.44,130.83,334,136,0,203,1,4,18,14
55.6,39.0,42993.48,115.26,343,260,1,162,0,6,7,3
45.62,20.0,66873.9,166.86,101,338,0,133,0,6,17,1
82.07,22.0,54774.77,208.24,350,75,0,10,0,1,18,20
59.05,48.0,52736.33,212.38,180,27,1,187,1,6,16,1
59.51,30.0,57877.15,172.83,65,184,0,20,0,5,28,10
66.08,33.0,40468.53,230.95,459,279,1,200,0,6,8,11
82.07,43.0,73538.09,198.45,300,508,1,187,1,1,27,6
75.55,26.0,53336.76,228.78,388,75,1,107,0,0,7,19
35.61,29.0,69718.19,140.67,263,37,0,55,0,2,8,0
80.3,46.0,54286.1,229.12,59,519,0,31,1,3,3,8
80.51,55.0,57014.84,156.97,180,66,1,136,1,0,14,22
65.65,30.0,74535.94,140.46,85,73,0,149,0,6,12,14
49.21,27.0,55901.12,193.29,32,213,0,27,0,6,2,4
43.6,35.0,25603.93,236.87,421,516,0,29,0,1,21,7
55.6,35.0,56113.37,236.87,421,516,0,125,0,6,2,9
56.34,40.0,72203.96,244.91,165,109,1,74,0,2,17,13
41.73,25.0,50671.6,234.26,513,283,1,95,0,4,23,9
54.88,50.0,65704.79,122.31,100,259,0,125,0,3,11,4
65.77,23.0,59243.46,223.93,83,136,1,33,0,4,12,11
78.84,27.0,36884.23,168.92,165,161,1,162,0,6,7,3
81.98,22.0,73941.91,200.71,141,159,0,197,0,5,9,11
34.3,34.0,59785.94,160.03,45,284,0,24,1,1,26,8
38.37,32.0,69481.85,182.2,355,218,0,163,1,5,8,21
78.84,32.0,55424.24,178.92,35,234,1,99,0,0,8,3
54.97,29.0,64267.88,231.95,233,512,1,53,1,2,9,23
72.55,37.0,75180.2,235.35,297,316,0,9,1,0,4,16
56.39,29.0,69646.35,200.71,363,64,0,27,0,2,8,0
54.47,32.0,55424.24,172.83,161,234,1,100,0,3,27,22
78.64,39.0,57983.3,165.52,483,318,1,143,0,3,4,5
37.0,30.0,57877.15,201.58,462,379,0,29,0,5,28,10
41.73,31.0,61840.26,207.17,437,269,1,41,0,1,7,14
37.0,30.0,58677.69,167.22,484,379,0,201,0,2,8,0
75.42,30.0,57877.15,172.83,462,73,0,29,0,6,17,1
55.6,35.0,73889.99,236.87,421,389,0,125,0,3,0,9
51.24,32.0,55424.24,172.83,371,234,0,12,0,3,12,13
65.59,27.0,36884.23,198.5,490,167,1,13,0,2,22,21
74.07,36.0,50628.31,137.63,531,509,1,18,1,0,2,16
59.51,40.0,54286.1,167.22,227,379,0,42,0,2,14,20
80.3,52.0,27241.11,229.99,401,425,1,139,1,0,24,7
62.26,25.0,50671.6,105.86,474,111,1,21,0,2,10,6
83.4,49.0,45632.51,168.34,450,464,0,12,1,4,26,18
56.39,46.0,54286.1,200.71,161,322,0,154,0,5,16,20
66.08,33.0,55642.32,113.12,389,198,1,200,0,1,8,7
54.08,36.0,32549.95,109.07,488,509,1,18,1,1,5,23
35.49,31.0,58151.87,161.16,421,289,0,53,0,4,25,13
63.45,39.0,67301.39,161.79,53,91,1,3,0,0,13,16
55.6,31.0,51739.63,140.46,19,229,0,149,0,0,2,7
81.58,41.0,59243.46,126.39,467,283,1,180,1,4,12,11
39.36,42.0,57868.44,120.75,75,207,0,44,1,3,5,11
89.05,50.0,39616.0,120.75,141,207,1,168,0,3,11,4
65.59,39.0,65953.76,190.75,98,65,1,121,0,6,7,3
66.4,23.0,57846.68,126.39,321,136,0,42,1,4,12,11
51.87,46.0,33951.63,231.95,342,381,1,9,1,0,11,10
49.21,30.0,57877.15,111.94,85,284,1,20,0,3,26,4
83.71,26.0,35521.88,131.68,375,360,0,107,0,4,18,11
66.08,52.0,33951.63,229.12,59,381,0,17,1,0,11,10
62.31,28.0,52011.0,217.37,222,379,0,66,0,1,28,23
38.37,54.0,53188.69,240.63,546,388,0,44,1,0,15,23
36.56,29.0,53431.35,130.86,233,479,1,9,1,1,13,10
40.47,35.0,25603.93,236.87,190,35,0,29,0,6,17,1
39.3,44.0,49850.52,136.21,101,183,0,10,0,1,28,18
41.73,28.0,61840.26,199.39,241,479,1,41,0,3,7,22
68.88,23.0,60514.05,172.81,481,136,0,44,0,3,26,4
50.08,30.0,33293.78,174.88,484,218,0,139,1,4,9,17
55.6,24.0,52252.91,182.2,356,105,0,2,0,3,16,21
68.61,40.0,38067.08,153.76,230,519,0,143,1,6,12,16
73.89,31.0,40182.84,207.17,24,128,0,42,0,1,7,7
40.04,23.0,25739.09,172.81,481,333,0,62,0,2,19,7
60.23,51.0,60575.99,198.45,411,517,1,85,1,1,27,23
89.0,40.0,55002.05,194.62,390,285,0,14,1,6,12,1
38.37,32.0,70505.06,219.94,355,129,0,163,1,5,8,21
73.72,29.0,53431.35,217.1,168,328,1,2,0,0,15,16
47.64,29.0,69646.35,200.71,101,64,0,27,0,5,11,21
50.63,35.0,42993.48,221.18,488,512,1,172,1,2,17,13
45.48,24.0,64698.58,128.62,96,57,1,2,0,0,11,21
57.99,49.0,39031.89,195.69,233,464,1,9,1,3,3,20
43.49,37.0,74903.41,109.29,95,167,1,103,0,6,7,3
51.87,19.0,33951.63,229.22,443,256,1,80,0,5,11,21
81.58,45.0,58348.41,174.88,426,515,0,118,1,4,1,18
86.06,32.0,55424.24,172.83,161,234,1,99,0,3,27,22
65.59,39.0,67430.96,161.16,260,55,1,129,0,1,20,16
46.61,44.0,57846.68,122.31,411,308,0,57,1,4,8,21
37.0,30.0,57877.15,202.61,35,411,1,20,0,4,7,10
87.35,36.0,32549.95,163.38,412,20,1,60,0,6,7,3
41.73,42.0,59243.46,143.13,212,136,1,118,1,4,26,15
48.86,35.0,25603.93,236.87,302,117,0,157,1,5,24,18
54.39,34.0,34191.23,168.34,45,453,1,9,0,2,10,0
69.62,34.0,34191.23,168.34,45,182,1,126,0,2,10,0
46.61,26.0,67575.12,214.38,532,75,1,197,1,0,0,15
81.75,49.0,45632.51,168.34,508,147,0,188,0,3,27,22
50.08,32.0,69481.85,233.04,355,218,0,163,1,5,8,21
80.47,38.0,57868.44,130.83,470,436,1,203,1,0,14,19
80.3,49.0,45632.51,113.8,450,464,0,128,1,3,3,20
80.71,29.0,72203.96,216.49,165,161,1,88,0,6,7,3
83.71,45.0,31092.93,137.24,122,515,1,21,1,2,4,12
44.72,33.0,43974.49,148.61,153,453,1,200,1,6,13,22
82.07,43.0,56770.79,157.04,411,355,0,14,1,3,16,21
80.3,52.0,49101.67,186.37,67,336,0,65,1,3,3,8
80.47,38.0,57868.44,130.83,134,436,1,137,1,4,18,14
65.77,38.0,71455.62,170.13,349,14,0,123,1,4,18,14
56.64,29.0,67132.46,196.61,5,262,0,29,0,0,11,3
48.86,33.0,77988.71,120.75,451,467,0,125,0,1,20,5
83.71,26.0,56435.6,131.68,304,75,0,4,1,5,9,10
62.26,35.0,54429.17,226.54,302,117,1,141,1,3,6,15
56.39,33.0,40468.53,125.27,41,519,0,161,1,1,18,20
46.61,41.0,57846.68,137.24,467,484,0,118,1,4,18,14
74.54,41.0,41920.79,187.76,400,426,1,80,1,4,12,11
41.73,28.0,71222.4,217.37,203,450,0,205,0,1,25,1
55.6,39.0,52252.91,258.62,47,506,0,206,1,4,7,22
53.92,39.0,65953.76,212.87,301,460,1,3,0,6,7,3
55.6,54.0,57691.95,182.2,546,507,0,169,1,2,30,20
55.92,22.0,67058.72,200.71,157,64,0,23,0,6,2,4
82.07,38.0,70582.55,122.04,134,436,1,137,1,0,4,20
65.59,39.0,56180.93,212.87,301,91,1,81,0,1,14,12
44.64,36.0,29398.61,140.46,230,390,0,116,0,5,19,8
79.52,49.0,57868.44,187.76,190,484,0,12,1,0,14,19
47.48,29.0,49850.52,121.57,225,513,0,17,0,4,2,16
53.92,39.0,56180.93,207.17,301,269,1,3,0,1,25,1
44.64,36.0,29398.61,140.46,511,196,0,104,1,4,7,22
36.56,27.0,66815.54,193.29,545,415,1,52,1,5,12,18
78.36,43.0,73538.09,198.45,300,418,1,136,0,3,2,21
68.01,33.0,68094.85,120.75,153,451,1,200,0,1,5,17
51.87,37.0,62772.42,109.29,421,205,1,119,0,0,25,2
64.75,25.0,50506.44,176.28,264,461,0,163,0,5,20,14
66.08,48.0,52736.33,157.04,370,27,0,23,1,6,16,1
61.22,45.0,59886.58,174.88,84,515,0,152,0,1,25,22
45.62,40.0,41232.89,140.46,101,64,0,122,0,0,11,3
58.95,36.0,50628.31,140.46,266,73,0,149,0,4,23,10
66.12,49.0,39031.89,168.34,450,464,1,128,1,3,3,20
78.84,32.0,55424.24,172.83,161,129,0,34,0,3,27,22
55.6,39.0,65953.76,154.74,423,506,1,116,1,2,16,5
76.58,33.0,49101.67,157.04,153,519,0,125,1,5,24,0
56.39,52.0,58966.22,229.12,171,407,0,68,1,3,3,8
75.42,30.0,57877.15,111.94,396,284,1,20,0,3,26,4
65.07,34.0,59785.94,160.03,182,50,0,188,0,1,26,8
74.15,27.0,36884.23,158.81,95,70,1,13,0,6,2,4
40.04,23.0,61617.98,172.81,278,134,1,196,0,6,20,10
37.0,36.0,32549.95,234.26,295,510,1,149,0,3,26,4
71.28,54.0,38609.2,182.2,161,234,0,28,0,2,30,20
38.1,23.0,56457.01,180.47,248,134,1,33,1,2,1,6
71.84,39.0,56180.93,124.44,222,450,0,205,0,0,2,7
53.63,39.0,71222.4,124.44,222,65,0,107,0,0,2,7
59.51,30.0,57877.15,219.94,462,184,0,149,0,5,28,10
68.01,40.0,57330.43,167.22,484,495,0,2,1,0,2,5
40.04,42.0,60514.05,238.58,186,136,0,163,1,0,13,14
37.0,36.0,52079.18,244.91,85,397,1,149,0,2,13,23
78.84,35.0,42993.48,226.54,33,363,1,133,0,0,25,2
65.07,22.0,54774.77,204.22,336,303,1,158,0,5,12,22
83.97,31.0,59886.58,144.77,467,307,1,81,1,0,13,16
